juntar(1870, 2812);
juntar(2993, 8550);
juntar(3985, 8158);
juntar(33, 2802);
juntar(6221, 671);
juntar(7348, 8591);
juntar(6352, 9958);
juntar(5626, 1698);
juntar(5815, 7903);
juntar(5006, 6351);
juntar(3339, 3175);
juntar(1322, 9524);
juntar(5641, 1217);
juntar(1618, 9748);
juntar(3266, 7637);
juntar(7839, 7372);
juntar(3904, 5897);
juntar(8303, 3063);
juntar(5132, 5181);
juntar(7576, 3976);
juntar(3474, 7164);
juntar(6731, 2546);
juntar(6910, 1020);
juntar(7589, 1116);
juntar(3505, 4480);
juntar(6552, 6711);
juntar(9727, 4979);
juntar(5854, 4221);
juntar(8192, 9032);
juntar(2700, 2945);
juntar(6053, 9843);
juntar(9622, 1012);
juntar(2081, 2863);
juntar(2614, 4538);
juntar(2598, 6518);
juntar(7141, 3554);
juntar(3833, 633);
juntar(5917, 4709);
juntar(1057, 8256);
juntar(6554, 1547);
juntar(2868, 7479);
juntar(1591, 6758);
juntar(2384, 8655);
juntar(8235, 7228);
juntar(5803, 8964);
juntar(187, 1928);
juntar(2740, 665);
juntar(9379, 4727);
juntar(2092, 1577);
juntar(1108, 9086);
juntar(1801, 6331);
juntar(2117, 9219);
juntar(782, 4769);
juntar(7502, 2823);
juntar(6576, 9491);
juntar(8949, 3744);
juntar(2806, 7998);
juntar(3815, 9070);
juntar(6400, 6160);
juntar(1793, 4029);
juntar(5724, 8763);
juntar(3528, 9842);
juntar(7268, 9835);
juntar(3426, 4170);
juntar(316, 99);
juntar(7124, 1200);
juntar(6179, 1428);
juntar(2613, 8531);
juntar(965, 8515);
juntar(2830, 1044);
juntar(8648, 6071);
juntar(6717, 7698);
juntar(4212, 5847);
juntar(5162, 5820);
juntar(5046, 1513);
juntar(8066, 8853);
juntar(2430, 1004);
juntar(8817, 7773);
juntar(3949, 5337);
juntar(2884, 3416);
juntar(2002, 84);
juntar(7957, 6813);
juntar(3136, 716);
juntar(4056, 7298);
juntar(7941, 5835);
juntar(3412, 3622);
juntar(1421, 2953);
juntar(1531, 1627);
juntar(9348, 9942);
juntar(2851, 3089);
juntar(6973, 1505);
juntar(6648, 4302);
juntar(2630, 4113);
juntar(1457, 9682);
juntar(290, 4745);
juntar(9165, 5203);
juntar(1900, 8436);
juntar(3140, 8852);
juntar(2491, 7172);
juntar(8297, 440);
juntar(8449, 7994);
juntar(4837, 1083);
juntar(2087, 1290);
juntar(1535, 3475);
juntar(3735, 1210);
juntar(8932, 7666);
juntar(5904, 8910);
juntar(7548, 3462);
juntar(2781, 5889);
juntar(1331, 9828);
juntar(2310, 9065);
juntar(1948, 3675);
juntar(7398, 1454);
juntar(5244, 5297);
juntar(7424, 2298);
juntar(7216, 5367);
juntar(1162, 8334);
juntar(3194, 8907);
juntar(7452, 3522);
juntar(563, 4901);
juntar(539, 7985);
juntar(2317, 6358);
juntar(2837, 8202);
juntar(6040, 4527);
juntar(9091, 9531);
juntar(463, 2709);
juntar(2369, 9067);
juntar(9657, 9632);
juntar(4158, 1486);
juntar(3162, 9734);
juntar(7925, 3091);
juntar(8820, 7838);
juntar(7951, 9545);
juntar(3985, 8715);
juntar(3008, 961);
juntar(9873, 7778);
juntar(7450, 3915);
juntar(3329, 7798);
juntar(740, 3765);
juntar(20, 7918);
juntar(32, 2167);
juntar(3184, 5488);
juntar(9483, 4127);
juntar(2440, 8269);
juntar(4248, 6077);
juntar(7905, 4417);
juntar(6738, 1502);
juntar(5855, 338);
juntar(7646, 3445);
juntar(3539, 1947);
juntar(4504, 3880);
juntar(2372, 3183);
juntar(6072, 8357);
juntar(738, 6748);
juntar(1748, 609);
juntar(9855, 5900);
juntar(1353, 5874);
juntar(8802, 2928);
juntar(2154, 3564);
juntar(7646, 9419);
juntar(6778, 9620);
juntar(888, 5821);
juntar(7812, 6399);
juntar(6901, 2944);
juntar(2289, 3252);
juntar(2932, 6043);
juntar(2022, 4103);
juntar(9349, 2896);
juntar(3806, 9277);
juntar(1305, 910);
juntar(6860, 7577);
juntar(741, 4703);
juntar(3585, 1204);
juntar(6765, 4819);
juntar(3686, 476);
juntar(7808, 304);
juntar(1034, 7507);
juntar(4728, 2699);
juntar(7247, 8033);
juntar(9981, 6693);
juntar(5900, 8362);
juntar(4401, 3130);
juntar(6546, 90);
juntar(9697, 3388);
juntar(8233, 8654);
juntar(1820, 229);
juntar(8136, 3064);
juntar(7554, 9141);
juntar(2050, 3215);
juntar(4327, 5916);
juntar(10, 8081);
juntar(1117, 771);
juntar(2116, 2779);
juntar(6526, 6640);
juntar(6739, 4996);
juntar(8662, 9453);
juntar(5736, 1622);
juntar(260, 1196);
juntar(9034, 4525);
juntar(1650, 2320);
juntar(4001, 379);
juntar(3649, 8701);
juntar(3397, 3228);
juntar(2203, 9727);
juntar(9378, 9989);
juntar(6717, 8364);
juntar(8, 8554);
juntar(4401, 1043);
juntar(9067, 5275);
juntar(3666, 5124);
juntar(9530, 3687);
juntar(660, 4293);
juntar(6048, 9108);
juntar(4317, 7777);
juntar(1995, 4405);
juntar(7002, 7536);
juntar(2211, 654);
juntar(9765, 8678);
juntar(3420, 2700);
juntar(3485, 2301);
juntar(507, 3663);
juntar(9800, 6634);
juntar(8330, 4362);
juntar(8605, 1958);
juntar(5514, 3286);
juntar(2104, 7080);
juntar(8856, 275);
juntar(8942, 348);
juntar(4342, 2398);
juntar(5787, 6139);
juntar(3555, 3629);
juntar(7844, 8555);
juntar(2298, 895);
juntar(4301, 7680);
juntar(1633, 7801);
juntar(9440, 140);
juntar(203, 3950);
juntar(5248, 4956);
juntar(722, 2106);
juntar(6772, 7716);
juntar(2797, 7701);
juntar(7154, 941);
juntar(8890, 5161);
juntar(5331, 6194);
juntar(142, 3347);
juntar(5714, 3955);
juntar(4033, 8084);
juntar(5786, 569);
juntar(6418, 3128);
juntar(4579, 7695);
juntar(6317, 2254);
juntar(2199, 8582);
juntar(3059, 4168);
juntar(8202, 7245);
juntar(1844, 8855);
juntar(4515, 1122);
juntar(5609, 8662);
juntar(6785, 5202);
juntar(8194, 9940);
juntar(6609, 5712);
juntar(6242, 1367);
juntar(5879, 4492);
juntar(5012, 3233);
juntar(3691, 934);
juntar(6332, 7895);
juntar(5663, 6988);
juntar(5301, 5393);
juntar(5345, 2145);
juntar(6014, 9764);
juntar(7441, 9536);
juntar(5596, 988);
juntar(2999, 1332);
juntar(128, 4710);
juntar(7412, 1478);
juntar(5663, 6868);
juntar(3119, 6459);
juntar(2476, 3197);
juntar(225, 287);
juntar(912, 4202);
juntar(9899, 8164);
juntar(2793, 4650);
juntar(7388, 4411);
juntar(3160, 2883);
juntar(3759, 4144);
juntar(3358, 9340);
juntar(8047, 4917);
juntar(7936, 5529);
juntar(4423, 4093);
juntar(4650, 4437);
juntar(2181, 56);
juntar(8975, 818);
juntar(9871, 539);
juntar(1968, 5181);
juntar(8764, 9335);
juntar(3062, 8373);
juntar(4957, 3428);
juntar(7426, 4662);
juntar(3912, 6204);
juntar(909, 9925);
juntar(5980, 8812);
juntar(4242, 8174);
juntar(6569, 958);
juntar(2207, 3985);
juntar(9992, 4493);
juntar(2728, 637);
juntar(1767, 7958);
juntar(5533, 3750);
juntar(145, 7970);
juntar(9899, 8043);
juntar(4000, 3766);
juntar(6272, 465);
juntar(851, 4541);
juntar(7119, 6414);
juntar(5749, 5306);
juntar(8205, 6975);
juntar(9054, 5918);
juntar(2691, 4254);
juntar(8693, 9645);
juntar(6954, 8686);
juntar(400, 2199);
juntar(8803, 6959);
juntar(7660, 9491);
juntar(5922, 1669);
juntar(1592, 2552);
juntar(4763, 4161);
juntar(9842, 1027);
juntar(7905, 126);
juntar(2727, 2460);
juntar(903, 3503);
juntar(4313, 3160);
juntar(8042, 7954);
juntar(5890, 7888);
juntar(108, 6796);
juntar(9405, 9808);
juntar(6251, 1620);
juntar(8806, 9206);
juntar(6343, 7049);
juntar(7961, 9310);
juntar(9844, 4089);
juntar(4842, 239);
juntar(2127, 7346);
juntar(3020, 7566);
juntar(9452, 2020);
juntar(3128, 278);
juntar(9337, 5043);
juntar(8961, 4019);
juntar(3947, 962);
juntar(5111, 9421);
juntar(289, 7272);
juntar(5658, 2058);
juntar(2522, 5773);
juntar(6316, 79);
juntar(8473, 6211);
juntar(5666, 7968);
juntar(4576, 5998);
juntar(4602, 7);
juntar(892, 5113);
juntar(7000, 5013);
juntar(598, 8414);
juntar(8715, 4718);
juntar(6397, 8562);
juntar(6531, 1753);
juntar(9681, 1488);
juntar(3413, 9612);
juntar(6930, 2936);
juntar(1538, 6212);
juntar(1860, 8967);
juntar(9957, 4696);
juntar(1111, 5550);
juntar(9463, 9980);
juntar(5911, 2319);
juntar(3265, 7223);
juntar(2054, 3461);
juntar(8404, 8858);
juntar(5801, 4268);
juntar(9502, 125);
juntar(3855, 5404);
juntar(3383, 9157);
juntar(1432, 8130);
juntar(410, 6567);
juntar(3640, 2847);
juntar(5929, 1232);
juntar(1854, 196);
juntar(3158, 3494);
juntar(8606, 8624);
juntar(7022, 4372);
juntar(1607, 4873);
juntar(7009, 9514);
juntar(9959, 4143);
juntar(5923, 9640);
juntar(3362, 4820);
juntar(578, 4965);
juntar(8168, 8631);
juntar(9942, 9757);
juntar(2515, 798);
juntar(5995, 4526);
juntar(6445, 6398);
juntar(2682, 7650);
juntar(1909, 8464);
juntar(8730, 5215);
juntar(1870, 596);
juntar(784, 7745);
juntar(7335, 1841);
juntar(4404, 5137);
juntar(6068, 4445);
juntar(1731, 6619);
juntar(6995, 5678);
juntar(6343, 815);
juntar(9861, 3419);
juntar(7739, 2115);
juntar(569, 1435);
juntar(190, 3479);
juntar(8804, 4339);
juntar(3277, 2504);
juntar(6067, 4127);
juntar(4340, 7145);
juntar(9012, 9883);
juntar(6253, 9825);
juntar(5125, 9730);
juntar(7512, 3845);
juntar(5213, 9463);
juntar(5406, 3968);
juntar(9901, 5402);
juntar(7230, 3856);
juntar(5413, 9964);
juntar(8950, 6637);
juntar(7251, 7228);
juntar(5501, 1288);
juntar(9113, 2302);
juntar(1992, 6769);
juntar(8333, 2726);
juntar(494, 7862);
juntar(8475, 2308);
juntar(2787, 1525);
juntar(4314, 7833);
juntar(5496, 261);
juntar(4359, 6874);
juntar(343, 9446);
juntar(1342, 597);
juntar(8936, 8874);
juntar(1638, 8877);
juntar(8437, 4881);
juntar(439, 6316);
juntar(1770, 8302);
juntar(720, 6829);
juntar(3568, 5286);
juntar(492, 1326);
juntar(1014, 2479);
juntar(4670, 7748);
juntar(6891, 5499);
juntar(4994, 5192);
juntar(717, 9745);
juntar(3863, 4213);
juntar(2671, 5585);
juntar(5711, 3501);
juntar(4151, 5746);
juntar(2577, 9088);
juntar(8293, 1360);
juntar(8926, 6010);
juntar(3529, 4483);
juntar(4432, 3893);
juntar(3374, 9196);
juntar(2436, 7356);
juntar(6016, 387);
juntar(6109, 9286);
juntar(8003, 9197);
juntar(3956, 63);
juntar(7341, 6762);
juntar(1235, 8649);
juntar(2665, 3368);
juntar(4103, 2067);
juntar(6787, 8440);
juntar(8874, 8247);
juntar(4878, 7853);
juntar(9616, 3502);
juntar(9855, 9017);
juntar(3526, 9928);
juntar(74, 871);
juntar(4986, 9945);
juntar(7387, 5503);
juntar(6043, 4860);
juntar(6790, 427);
juntar(3143, 1876);
juntar(2442, 5750);
juntar(7394, 9262);
juntar(8671, 8414);
juntar(8392, 2558);
juntar(8703, 6505);
juntar(9669, 5620);
juntar(8362, 209);
juntar(7224, 9077);
juntar(6721, 2439);
juntar(1255, 5353);
juntar(796, 1348);
juntar(5208, 3760);
juntar(6769, 9010);
juntar(5595, 1417);
juntar(5937, 5405);
juntar(592, 5702);
juntar(9607, 4495);
juntar(5433, 1815);
juntar(3512, 9659);
juntar(7797, 4632);
juntar(8939, 9068);
juntar(6975, 7493);
juntar(4767, 7652);
juntar(6471, 1830);
juntar(1851, 1250);
juntar(863, 593);
juntar(8790, 254);
juntar(4245, 5344);
juntar(6030, 4601);
juntar(9392, 1558);
juntar(3438, 9317);
juntar(3882, 9211);
juntar(5038, 9993);
juntar(1875, 6031);
juntar(3411, 533);
juntar(7962, 8926);
juntar(5440, 1328);
juntar(2571, 5071);
juntar(509, 4593);
juntar(6784, 7874);
juntar(2075, 5037);
juntar(8093, 4614);
juntar(3604, 8247);
juntar(7632, 1955);
juntar(249, 6228);
juntar(3706, 2692);
juntar(8388, 9374);
juntar(6085, 2139);
juntar(6153, 6826);
juntar(433, 5370);
juntar(9404, 2650);
juntar(2520, 7153);
juntar(9287, 3548);
juntar(7380, 4882);
juntar(9432, 4930);
juntar(9490, 1055);
juntar(3179, 6089);
juntar(6196, 5938);
juntar(3742, 1939);
juntar(8121, 2903);
juntar(3190, 8341);
juntar(7085, 8686);
juntar(9272, 365);
juntar(4209, 8246);
juntar(2694, 8023);
juntar(8272, 9299);
juntar(1257, 1981);
juntar(7170, 4679);
juntar(1423, 2551);
juntar(3355, 1669);
juntar(2360, 8862);
juntar(7514, 6168);
juntar(2261, 1521);
juntar(3440, 6174);
juntar(1835, 1332);
juntar(1001, 3387);
juntar(5284, 8634);
juntar(3486, 4015);
juntar(4757, 2721);
juntar(148, 9787);
juntar(330, 8437);
juntar(4767, 8076);
juntar(3879, 7542);
juntar(6251, 5622);
juntar(1885, 5715);
juntar(7867, 3799);
juntar(9129, 2187);
juntar(7581, 4665);
juntar(2583, 7891);
juntar(3120, 6043);
juntar(2303, 9750);
juntar(1925, 836);
juntar(4105, 3290);
juntar(7913, 412);
juntar(6985, 3065);
juntar(4128, 4465);
juntar(6756, 611);
juntar(2764, 18);
juntar(6245, 2572);
juntar(1808, 428);
juntar(1529, 7463);
juntar(589, 1160);
juntar(3132, 8118);
juntar(4905, 2868);
juntar(928, 8317);
juntar(6072, 3904);
juntar(1524, 6270);
juntar(7227, 3741);
juntar(7350, 4723);
juntar(4551, 6020);
juntar(7361, 7271);
juntar(653, 4902);
juntar(302, 3144);
juntar(2336, 1278);
juntar(2805, 8218);
juntar(5170, 5971);
juntar(6262, 8262);
juntar(2876, 5561);
juntar(8359, 1582);
juntar(394, 2688);
juntar(7449, 2100);
juntar(5676, 6775);
juntar(501, 652);
juntar(6749, 3000);
juntar(8316, 1826);
juntar(7400, 7038);
juntar(4846, 6022);
juntar(6957, 598);
juntar(1034, 1567);
juntar(7050, 8124);
juntar(7402, 9712);
juntar(1020, 8132);
juntar(3766, 6114);
juntar(9655, 3633);
juntar(8939, 6030);
juntar(342, 4830);
juntar(8023, 6840);
juntar(5371, 3864);
juntar(24, 772);
juntar(9157, 5751);
juntar(3880, 2709);
juntar(3410, 1877);
juntar(6746, 2865);
juntar(3944, 2393);
juntar(4357, 1706);
juntar(2720, 1709);
juntar(9690, 5056);
juntar(3968, 6890);
juntar(2734, 552);
juntar(3810, 2227);
juntar(1179, 2744);
juntar(8627, 4511);
juntar(9109, 3057);
juntar(8662, 2591);
juntar(8338, 2553);
juntar(9772, 1712);
juntar(4978, 9951);
juntar(8117, 7808);
juntar(2005, 4768);
juntar(9644, 9434);
juntar(7119, 5553);
juntar(8668, 5352);
juntar(4049, 6205);
juntar(7622, 3910);
juntar(4587, 9133);
juntar(3061, 6320);
juntar(8108, 2642);
juntar(1414, 9672);
juntar(5097, 1309);
juntar(1631, 7114);
juntar(1310, 2399);
juntar(883, 2017);
juntar(9580, 8336);
juntar(3776, 111);
juntar(6996, 5176);
juntar(5151, 8634);
juntar(6215, 9637);
juntar(1488, 4307);
juntar(999, 2742);
juntar(6160, 2631);
juntar(7716, 6433);
juntar(9355, 9410);
juntar(6515, 586);
juntar(4343, 1689);
juntar(8163, 1812);
juntar(7946, 9357);
juntar(5095, 2124);
juntar(4576, 557);
juntar(8173, 5103);
juntar(9995, 3728);
juntar(3810, 9570);
juntar(3078, 6635);
juntar(9691, 5891);
juntar(1301, 8045);
juntar(1120, 8069);
juntar(8406, 855);
juntar(4199, 5539);
juntar(749, 6419);
juntar(6492, 2188);
juntar(2232, 8588);
juntar(622, 6559);
juntar(6371, 2529);
juntar(1301, 6383);
juntar(8055, 7814);
juntar(1737, 2689);
juntar(6874, 7411);
juntar(1050, 3521);
juntar(8499, 4275);
juntar(346, 5022);
juntar(518, 5025);
juntar(1464, 8080);
juntar(4397, 5831);
juntar(9035, 2046);
juntar(5791, 9093);
juntar(3475, 3119);
juntar(1276, 757);
juntar(9784, 3937);
juntar(778, 7158);
juntar(4653, 2607);
juntar(1459, 7204);
juntar(2224, 3969);
juntar(635, 374);
juntar(7119, 3246);
juntar(2401, 3546);
juntar(1836, 2380);
juntar(5095, 9972);
juntar(4473, 2349);
juntar(4459, 1846);
juntar(1875, 550);
juntar(412, 3900);
juntar(2781, 908);
juntar(3739, 9158);
juntar(5303, 5851);
juntar(2652, 9608);
juntar(3163, 3432);
juntar(8193, 3908);
juntar(5536, 8);
juntar(1759, 1442);
juntar(6013, 8670);
juntar(7626, 7060);
juntar(7279, 6326);
juntar(8301, 3647);
juntar(9395, 7808);
juntar(778, 314);
juntar(1243, 3641);
juntar(7303, 2437);
juntar(6658, 9260);
juntar(5154, 6044);
juntar(9034, 7338);
juntar(6104, 3111);
juntar(796, 1632);
juntar(7743, 6216);
juntar(7005, 297);
juntar(5622, 704);
juntar(5611, 8975);
juntar(7321, 10);
juntar(356, 9105);
juntar(6968, 5132);
juntar(6200, 4929);
juntar(1473, 2360);
juntar(1272, 3400);
juntar(7807, 4321);
juntar(3815, 4854);
juntar(4020, 8165);
juntar(7386, 8690);
juntar(5382, 1288);
juntar(2630, 7548);
juntar(1003, 9364);
juntar(9370, 5503);
juntar(5626, 3660);
juntar(8467, 663);
juntar(5888, 4634);
juntar(8917, 210);
juntar(259, 6596);
juntar(1996, 6407);
juntar(7166, 3912);
juntar(927, 5389);
juntar(6295, 2597);
juntar(1472, 6651);
juntar(4000, 2486);
juntar(6176, 70);
juntar(4877, 4177);
juntar(2531, 9024);
juntar(8092, 1866);
juntar(3257, 2709);
juntar(8839, 7874);
juntar(5101, 8109);
juntar(2425, 7177);
juntar(1082, 2253);
juntar(923, 577);
juntar(9944, 8341);
juntar(57, 3285);
juntar(5737, 5150);
juntar(7062, 1636);
juntar(9895, 7705);
juntar(8618, 4400);
juntar(7979, 8633);
juntar(1636, 6757);
juntar(3311, 3835);
juntar(8683, 4362);
juntar(154, 3160);
juntar(4123, 2123);
juntar(9786, 6620);
juntar(6679, 7356);
juntar(3846, 9338);
juntar(9056, 9751);
juntar(676, 3917);
juntar(5495, 1273);
juntar(2024, 7195);
juntar(3702, 7534);
juntar(9443, 9465);
juntar(8454, 8437);
juntar(1986, 8146);
juntar(370, 9974);
juntar(9398, 4621);
juntar(4820, 945);
juntar(7895, 2511);
juntar(2776, 8048);
juntar(8848, 7990);
juntar(7491, 321);
juntar(4185, 7924);
juntar(8362, 9214);
juntar(6208, 9585);
juntar(6050, 3732);
juntar(3626, 6501);
juntar(996, 1014);
juntar(101, 8583);
juntar(845, 1482);
juntar(6355, 1103);
juntar(964, 4267);
juntar(2002, 6315);
juntar(6243, 3008);
juntar(8635, 3562);
juntar(1662, 4304);
juntar(1446, 8556);
juntar(3740, 1117);
juntar(2652, 197);
juntar(4910, 1253);
juntar(6359, 3746);
juntar(8086, 6673);
juntar(1133, 2506);
juntar(9300, 2826);
juntar(3528, 6222);
juntar(2079, 8482);
juntar(3066, 3351);
juntar(8487, 5590);
juntar(6780, 6081);
juntar(8207, 5576);
juntar(9328, 1510);
juntar(8846, 3210);
juntar(2873, 9758);
juntar(7799, 1649);
juntar(9491, 9941);
juntar(8396, 2625);
juntar(7666, 7932);
juntar(834, 3847);
juntar(3610, 5603);
juntar(1425, 1647);
juntar(7596, 9860);
juntar(2094, 666);
juntar(5273, 1202);
juntar(5704, 3943);
juntar(4004, 5739);
juntar(1810, 6148);
juntar(4707, 1692);
juntar(1733, 9901);
juntar(339, 1190);
juntar(1472, 144);
juntar(3230, 903);
juntar(5905, 4328);
juntar(4800, 486);
juntar(7961, 6833);
juntar(2827, 6131);
juntar(2024, 4481);
juntar(3429, 7601);
juntar(1675, 6250);
juntar(7157, 1056);
juntar(8080, 4393);
juntar(1222, 6700);
juntar(6809, 6030);
juntar(2764, 9825);
juntar(7696, 3977);
juntar(1268, 6163);
juntar(4448, 3114);
juntar(1793, 7666);
juntar(8163, 3878);
juntar(4481, 2745);
juntar(1646, 7626);
juntar(9990, 5873);
juntar(9477, 9562);
juntar(4946, 4975);
juntar(2153, 3656);
juntar(6282, 1520);
juntar(1296, 602);
juntar(8430, 7398);
juntar(6947, 4178);
juntar(2724, 4754);
juntar(7217, 3654);
juntar(4085, 9759);
juntar(5246, 9820);
juntar(6098, 9015);
juntar(8305, 87);
juntar(1896, 7722);
juntar(9150, 3726);
juntar(4966, 2047);
juntar(276, 1750);
juntar(903, 4252);
juntar(7597, 7224);
juntar(8449, 8027);
juntar(1256, 848);
juntar(5735, 3221);
juntar(7773, 3533);
juntar(5527, 3695);
juntar(9519, 2414);
juntar(1510, 9384);
juntar(4663, 9231);
juntar(6163, 3811);
juntar(3131, 336);
juntar(9614, 1287);
juntar(1890, 5725);
juntar(8014, 3803);
juntar(5907, 436);
juntar(9429, 6242);
juntar(9516, 5422);
juntar(5044, 9954);
juntar(6595, 6557);
juntar(3521, 8940);
juntar(6962, 9858);
juntar(6807, 9980);
juntar(699, 8155);
juntar(6345, 7830);
juntar(1720, 9492);
juntar(9708, 9353);
juntar(6866, 350);
juntar(9001, 5849);
juntar(7010, 7393);
juntar(4010, 1215);
juntar(2239, 9939);
juntar(5075, 4609);
juntar(4057, 1559);
juntar(2897, 242);
juntar(3692, 3325);
juntar(5116, 3646);
juntar(7145, 3081);
juntar(2369, 3299);
juntar(4366, 4842);
juntar(9771, 8831);
juntar(2111, 9884);
juntar(3262, 2252);
juntar(7421, 6474);
juntar(4136, 6535);
juntar(1452, 8271);
juntar(9181, 6776);
juntar(1406, 2409);
juntar(8347, 2668);
juntar(1697, 7004);
juntar(6634, 7514);
juntar(4179, 4439);
juntar(1956, 8178);
juntar(1221, 1126);
juntar(6166, 2445);
juntar(4776, 6659);
juntar(2133, 5117);
juntar(9149, 5286);
juntar(5762, 1800);
juntar(5149, 449);
juntar(8231, 9878);
juntar(8532, 8755);
juntar(328, 9392);
juntar(6190, 3224);
juntar(7753, 2702);
juntar(9447, 6889);
juntar(3531, 699);
juntar(4949, 6913);
juntar(1254, 5053);
juntar(188, 6256);
juntar(781, 561);
juntar(2462, 4655);
juntar(6235, 8970);
juntar(7213, 3141);
juntar(4659, 5838);
juntar(4111, 6687);
juntar(2543, 4991);
juntar(7008, 7682);
juntar(6560, 875);
juntar(6912, 8893);
juntar(4340, 7761);
juntar(5542, 8332);
juntar(865, 6142);
juntar(667, 1);
juntar(6165, 903);
juntar(3460, 3908);
juntar(403, 2880);
juntar(2375, 5900);
juntar(3128, 5284);
juntar(7696, 2918);
juntar(4520, 9125);
juntar(5830, 2047);
juntar(7788, 7255);
juntar(2656, 2423);
juntar(3517, 4941);
juntar(811, 7457);
juntar(8738, 5971);
juntar(6644, 1142);
juntar(5770, 7232);
juntar(8781, 6234);
juntar(8450, 1402);
juntar(1692, 4031);
juntar(6307, 6971);
juntar(4514, 5130);
juntar(405, 7123);
juntar(7454, 8070);
juntar(8135, 4208);
juntar(5554, 8108);
juntar(8064, 4497);
juntar(2341, 1468);
juntar(101, 8699);
juntar(3929, 1388);
juntar(699, 7343);
juntar(7539, 1036);
juntar(7590, 6516);
juntar(7029, 4936);
juntar(3644, 8699);
juntar(2100, 4929);
juntar(4831, 5482);
juntar(7063, 8901);
juntar(2989, 3769);
juntar(9750, 505);
juntar(116, 4789);
juntar(1016, 5948);
juntar(7261, 5671);
juntar(586, 9515);
juntar(7707, 6649);
juntar(5502, 2988);
juntar(1138, 3077);
juntar(3328, 5351);
juntar(2732, 321);
juntar(3451, 8255);
juntar(8722, 1352);
juntar(6285, 9590);
juntar(7856, 1387);
juntar(2026, 2238);
juntar(6422, 1289);
juntar(7701, 7544);
juntar(3003, 1599);
juntar(3689, 3416);
juntar(7979, 2043);
juntar(8650, 5055);
juntar(1946, 7172);
juntar(4835, 2292);
juntar(6676, 7367);
juntar(4134, 1257);
juntar(2022, 5871);
juntar(8898, 9686);
juntar(2264, 6756);
juntar(556, 4532);
juntar(5783, 5728);
juntar(3360, 7786);
juntar(2663, 5586);
juntar(231, 1384);
juntar(5869, 760);
juntar(2554, 4910);
juntar(2946, 871);
juntar(6097, 465);
juntar(6880, 1532);
juntar(695, 7467);
juntar(6678, 1713);
juntar(2290, 6470);
juntar(552, 907);
juntar(2042, 5098);
juntar(7122, 6074);
juntar(8748, 1135);
juntar(3013, 7858);
juntar(7612, 7461);
juntar(8371, 7956);
juntar(510, 1061);
juntar(5417, 4662);
juntar(352, 3650);
juntar(8930, 1586);
juntar(4867, 4590);
juntar(1744, 5359);
juntar(3192, 7714);
juntar(2798, 1722);
juntar(2043, 2463);
juntar(41, 5807);
juntar(6884, 6257);
juntar(5586, 1676);
juntar(7551, 9483);
juntar(5925, 8188);
juntar(7051, 6597);
juntar(5702, 3146);
juntar(6908, 6915);
juntar(9594, 5325);
juntar(2348, 6456);
juntar(3157, 4473);
juntar(5851, 7836);
juntar(179, 2654);
juntar(8165, 8666);
juntar(1017, 6419);
juntar(1747, 181);
juntar(3686, 8203);
juntar(2768, 6855);
juntar(7049, 7060);
juntar(4327, 4701);
juntar(3354, 3428);
juntar(5305, 600);
juntar(5597, 9908);
juntar(6439, 7551);
juntar(3685, 273);
juntar(7589, 1021);
juntar(2229, 1857);
juntar(7963, 9754);
juntar(1959, 2276);
juntar(4065, 290);
juntar(6182, 52);
juntar(8562, 8256);
juntar(3513, 101);
juntar(6885, 1032);
juntar(8172, 9294);
juntar(7432, 5790);
juntar(9570, 4336);
juntar(5497, 4099);
juntar(3574, 4061);
juntar(709, 9302);
juntar(8920, 902);
juntar(2666, 5689);
juntar(3536, 1777);
juntar(9710, 9133);
juntar(7220, 6938);
juntar(1343, 7286);
juntar(9054, 6397);
juntar(5653, 3713);
juntar(232, 7503);
juntar(9289, 4401);
juntar(5556, 3938);
juntar(9043, 6969);
juntar(9757, 5955);
juntar(875, 2592);
juntar(8018, 4043);
juntar(4364, 8192);
juntar(3579, 3347);
juntar(7971, 1727);
juntar(9176, 4176);
juntar(3266, 6581);
juntar(3188, 4702);
juntar(4331, 1989);
juntar(5842, 5566);
juntar(1883, 5190);
juntar(5593, 2523);
juntar(401, 7579);
juntar(899, 2485);
juntar(475, 1509);
juntar(7991, 365);
juntar(7952, 6599);
juntar(974, 8967);
juntar(6036, 4399);
juntar(6594, 1853);
juntar(6457, 8102);
juntar(2367, 9576);
juntar(1045, 9617);
juntar(3408, 2974);
juntar(5628, 9769);
juntar(248, 3316);
juntar(4014, 8648);
juntar(7237, 8004);
juntar(1022, 2205);
juntar(8669, 2284);
juntar(8, 8076);
juntar(7716, 1919);
juntar(2137, 8316);
juntar(1435, 9182);
juntar(1791, 9220);
juntar(3653, 4646);
juntar(4902, 8760);
juntar(6369, 264);
juntar(4772, 261);
juntar(9471, 4995);
juntar(2988, 6932);
juntar(8007, 2850);
juntar(1403, 5583);
juntar(6049, 4644);
juntar(4844, 9470);
juntar(6268, 8978);
juntar(3204, 9563);
juntar(4729, 4996);
juntar(5871, 757);
juntar(1137, 9325);
juntar(1075, 4529);
juntar(5802, 2297);
juntar(7662, 2394);
juntar(5892, 3971);
juntar(7054, 5115);
juntar(5245, 8839);
juntar(8701, 1116);
juntar(3926, 9130);
juntar(3199, 3739);
juntar(6013, 608);
juntar(3455, 1141);
juntar(6698, 1434);
juntar(5736, 4432);
juntar(2651, 4237);
juntar(9264, 9413);
juntar(2847, 3884);
